TIME,SCORE,EMOTION
05:07:,5,hate
01:57:,1,neutral
02:15:,2,happy
02:06:,1,neutral
02:27:,-2,neutral
02:39:,1,neutral
05:17:,-8,hate
02:42:,3,happy
03:28:,1,happy
04:37:,1,sad
01:32:,3,happy
02:38:,3,sad
01:37:,19,neutral
01:57:,1,happy
03:52:,0,sad
04:44:,-5,sad
03:07:,1,neutral
03:11:,1,sad
02:40:,1,neutral
03:48:,1,neutral
05:02:,1,anger
04:08:,1,neutral
04:54:,12,sad
04:17:,2,sad
04:53:,23,neutral
02:27:,1,neutral
02:32:,1,sad
03:42:,1,hate
05:57:,20,neutral
03:58:,1,happy
04:00:,1,neutral
05:26:,1,neutral
03:19:,-1,neutral
04:55:,1,neutral
22:19:,1,neutral
23:23:,2,happy
00:29:,1,neutral
23:24:,1,neutral
00:23:,35,happy
00:49:,1,neutral
23:47:,1,sad
05:28:,2,neutral
05:32:,2,neutral
06:50:,6,happy
05:53:,0,neutral
03:56:,3,neutral
04:08:,2,sad
03:56:,1,sad
07:07:,2,sad
06:46:,6,neutral
04:54:,2,neutral
03:03:,2,neutral
03:29:,0,neutral
04:37:,1,happy
03:56:,9,neutral
04:17:,22,sad
05:07:,1,sad
05:16:,6,happy
07:03:,1,happy
04:16:,1,sad
04:46:,12,neutral
03:35:,1,neutral
03:20:,4,neutral
00:55:,1,happy
01:56:,3,neutral
02:02:,3,happy
01:51:,0,sad
03:38:,-1,neutral
05:38:,15,neutral
02:46:,0,sad
05:22:,2,happy
03:24:,2,neutral
05:47:,3,neutral
07:57:,3,neutral
03:13:,1,neutral
02:57:,1,sad
03:17:,5,sad
02:48:,0,neutral
02:50:,2,hate
02:55:,1,sad
04:02:,1,sad
05:59:,-8,happy
04:30:,0,neutral
04:06:,36,neutral
03:01:,3,sad
02:52:,1,neutral
05:09:,2,neutral
04:40:,1,sad
03:11:,5,neutral
01:50:,2,neutral
02:38:,33,sad
01:40:,1,sad
01:22:,2,neutral
03:01:,2,happy
05:28:,1,neutral
02:57:,8,neutral
01:11:,1,sad
02:27:,157,happy
03:19:,2,neutral
03:18:,-6,happy
04:15:,2,neutral
05:12:,2,hate
03:12:,0,anger
04:02:,20,happy
03:20:,1,neutral
05:38:,1,neutral
06:11:,1,neutral
04:20:,0,neutral
04:30:,14,neutral
04:39:,293,sad
02:11:,3,sad
03:03:,0,neutral
02:40:,1,neutral
03:02:,1,neutral
03:01:,1,neutral
03:54:,1,sad
03:45:,9,sad
05:58:,-6,sad
04:37:,32,hate
02:27:,53,neutral
04:07:,2,sad
03:35:,8,neutral
05:25:,0,neutral
03:33:,1,neutral
05:01:,2,sad
04:48:,1,happy
04:55:,21,neutral
03:01:,63,sad
03:21:,122,neutral
02:29:,1,sad
03:43:,-17,sad
04:16:,10,neutral
04:23:,7,sad
04:58:,1,neutral
02:21:,1,neutral
03:40:,5,neutral
05:11:,51,sad
10:53:,1,sad
11:19:,2,neutral
11:55:,1,neutral
11:36:,5,sad
07:39:,1,sad
02:22:,115,sad
04:44:,49,happy
04:47:,1,happy
04:59:,90,neutral
05:05:,0,sad
06:27:,2,sad
03:37:,2,sad
03:58:,1,neutral
02:50:,1,neutral
04:18:,4,neutral
03:43:,1,sad
05:33:,2,sad
03:57:,1,neutral
03:48:,1,sad
04:46:,2,sad
02:48:,1,neutral
02:57:,1,neutral
04:27:,5,neutral
03:32:,0,neutral
05:33:,1,neutral
02:02:,51,happy
03:20:,1,anger
02:51:,3,neutral
03:17:,1,sad
03:17:,1,neutral
03:00:,0,sad
03:59:,7,hate
02:53:,1,happy
05:05:,3,happy
02:01:,1,neutral
03:48:,4,sad
03:37:,1,happy
03:06:,1,sad
04:31:,19,sad
03:30:,2,sad
04:20:,1,sad
04:53:,17,sad
02:28:,1,neutral
03:07:,1,neutral
04:11:,3,neutral
04:51:,1,sad
07:46:,1,happy
04:50:,3,neutral
05:58:,1,neutral
05:10:,1,happy
06:05:,1,sad
06:42:,8,anger
07:16:,3,sad
07:55:,-5,sad
07:50:,2,neutral
06:28:,6,neutral
07:13:,3,neutral
04:07:,7,neutral
03:11:,14,neutral
03:12:,1,sad
03:24:,1,neutral
03:34:,1,sad
04:59:,4,neutral
05:11:,1,sad
07:13:,3,neutral
07:05:,2,sad
07:36:,1,neutral
12:08:,2,neutral
10:57:,3,neutral
03:58:,3,sad
05:13:,1,neutral
04:03:,1,happy
06:12:,2,neutral
04:57:,3,neutral
04:13:,2,neutral
07:41:,4,happy
07:40:,7,neutral
08:19:,1,sad
07:15:,14,happy
07:13:,3,neutral
07:58:,1,neutral
06:15:,12,neutral
04:30:,2,neutral
05:02:,1,happy
03:54:,2,neutral
06:51:,2,happy
22:50:,3,neutral
23:54:,3,neutral
00:51:,1,happy
00:25:,18,happy
00:58:,-1,neutral
23:10:,1,neutral
00:18:,26,neutral
01:34:,1,neutral
00:52:,1,neutral
01:06:,2,neutral
01:34:,5,sad
06:07:,3,neutral
05:46:,1,sad
06:51:,3,sad
04:21:,3,neutral
04:55:,8,neutral
06:19:,12,neutral
04:09:,1,neutral
06:59:,1,sad
03:48:,0,hate
03:49:,5,neutral
03:46:,-19,sad
05:11:,2,anger
05:07:,8,sad
04:22:,1,happy
04:40:,1,hate
06:37:,5,neutral
05:41:,12,sad
05:19:,11,neutral
07:31:,1,happy
06:43:,7,sad
06:09:,14,sad
06:49:,1,sad
04:12:,5,sad
07:10:,0,neutral
06:13:,7,neutral
05:36:,5,sad
05:01:,1,happy
05:10:,2,neutral
05:16:,2,anger
06:29:,1,neutral
07:23:,1,sad
06:01:,1,neutral
07:04:,8,neutral
07:07:,1,sad
07:29:,1,happy
07:05:,98,neutral
06:36:,1,neutral
06:50:,18,neutral
05:44:,1,neutral
09:15:,1,sad
07:50:,11,neutral
08:37:,7,neutral
04:11:,1,sad
04:17:,1,happy
05:02:,1,sad
05:55:,1,neutral
04:57:,12,neutral
06:06:,1,neutral
07:20:,3,happy
06:38:,1,hate
03:21:,1,neutral
04:25:,1,neutral
05:14:,2,happy
06:14:,7,neutral
04:51:,1,neutral
06:46:,1,sad
05:28:,2,happy
04:56:,12,neutral
06:48:,1,neutral
05:55:,1,happy
04:56:,1,neutral
05:43:,16,happy
06:26:,10,neutral
05:57:,1,happy
06:59:,-52,neutral
06:18:,5,neutral
06:08:,6,sad
05:09:,0,neutral
04:46:,1,sad
05:35:,1,neutral
06:11:,1,sad
07:30:,5,hate
06:51:,23,neutral
02:53:,2,sad
05:02:,13,anger
03:35:,-11,neutral
02:52:,4,neutral
05:37:,1,neutral
05:10:,2,happy
04:23:,3,happy
04:54:,24,sad
02:42:,1,neutral
06:22:,1,happy
03:19:,1,neutral
03:08:,1,neutral
05:23:,1,happy
04:08:,9,neutral
03:39:,1,happy
03:48:,1,neutral
03:19:,1,neutral
04:48:,1,sad
04:41:,8,neutral
02:42:,1,happy
06:11:,1,neutral
03:41:,1,happy
03:26:,1,happy
04:14:,1,sad
05:56:,2,neutral
03:50:,17,neutral
03:42:,7,sad
04:59:,5,hate
04:11:,2,neutral
03:52:,61,neutral
04:03:,1,happy
03:19:,5,sad
04:43:,0,sad
04:00:,3,happy
04:09:,3,happy
05:07:,6,happy
04:16:,144,neutral
03:56:,2,neutral
04:12:,1,sad
05:03:,1,sad
05:48:,1,sad
07:09:,1,happy
07:12:,15,happy
07:14:,1,neutral
04:54:,5,happy
07:35:,1,neutral
11:52:,1,neutral
12:27:,6,neutral
13:15:,5,happy
05:35:,1,neutral
06:00:,1,neutral
06:21:,9,sad
06:19:,3,happy
08:20:,1,neutral
09:18:,1,happy
03:22:,-2,neutral
03:26:,-4,happy
03:21:,1,sad
03:36:,0,neutral
04:46:,1,neutral
04:36:,2,neutral
05:20:,55,neutral
07:04:,0,neutral
05:17:,1,neutral
06:35:,-3,sad
07:53:,12,neutral
05:20:,84,neutral
08:36:,20,hate
05:17:,1,anger
05:35:,3,neutral
06:14:,4,sad
05:59:,1,happy
06:02:,1,sad
07:26:,6,neutral
04:41:,1,neutral
04:26:,0,neutral
05:18:,-4,sad
05:47:,15,neutral
05:07:,-1,neutral
06:42:,1,neutral
07:35:,1,sad
03:42:,-5,sad
06:34:,11,neutral
04:00:,1,sad
06:05:,1,neutral
04:45:,1,sad
04:19:,1,neutral
05:13:,1,neutral
05:56:,3,neutral
05:24:,1,neutral
09:39:,17,neutral
09:09:,1,happy
09:34:,0,sad
10:30:,-33,neutral
13:00:,1,hate
16:37:,1,happy
04:17:,1,neutral
04:13:,2,neutral
04:04:,44,neutral
06:06:,-1,sad
05:20:,1,sad
06:49:,1,neutral
07:56:,1,neutral
05:13:,134,sad
07:18:,6,neutral
07:39:,1,neutral
05:26:,1,happy
07:16:,1,neutral
06:54:,0,neutral
07:44:,8,hate
07:18:,1,happy
07:56:,1,neutral
07:53:,1,happy
04:31:,1,neutral
05:27:,-14,hate
05:13:,1,neutral
07:04:,3,neutral
07:24:,1,neutral
07:14:,1,hate
09:41:,1,neutral
02:15:,3,neutral
04:32:,1,neutral
03:05:,1,neutral
02:42:,-1,sad
02:49:,-1,neutral
03:53:,1,neutral
03:56:,1,neutral
07:04:,6,happy
04:39:,8,hate
06:17:,1,happy
07:23:,1,neutral
08:33:,5,neutral
10:18:,0,neutral
12:00:,1,happy
04:26:,1,happy
04:57:,3,neutral
05:55:,2,happy
04:29:,3,sad
05:42:,2,sad
03:43:,1,happy
03:52:,7,sad
04:43:,2,neutral
07:35:,1,neutral
04:07:,2,neutral
05:00:,1,anger
06:45:,21,happy
10:28:,1,neutral
08:51:,43,neutral
07:42:,2,neutral
11:22:,2,neutral
10:15:,-1,sad
11:37:,2,sad
06:56:,0,happy
05:22:,1,neutral
07:09:,10,neutral
07:52:,1,neutral
05:27:,1,neutral
06:05:,1,neutral
05:14:,1,sad
07:50:,8,sad
05:13:,3,sad
00:47:,6,neutral
01:12:,1,neutral
02:56:,1,happy
02:00:,1,neutral
03:14:,1,neutral
02:34:,1,sad
00:48:,14,neutral
03:05:,3,sad
00:56:,0,neutral
03:35:,2,sad
02:29:,3,sad
03:25:,0,neutral
04:28:,1,neutral
04:31:,3,happy
03:51:,2,happy
06:38:,1,sad
05:40:,1,sad
07:25:,0,hate
07:02:,3,neutral
04:32:,1,neutral
07:50:,0,sad
05:52:,3,happy
06:34:,29,sad
07:11:,1,sad
07:13:,0,sad
07:52:,2,neutral
07:11:,0,hate
08:44:,-5,neutral
05:31:,-2,hate
07:19:,2,hate
06:37:,1,neutral
05:49:,1,happy
07:40:,0,sad
05:20:,51,neutral
05:49:,4,sad
06:18:,-6,neutral
06:12:,7,hate
06:36:,1,neutral
05:22:,-6,neutral
07:51:,1,happy
06:43:,1,neutral
05:55:,1,neutral
06:34:,1,neutral
07:38:,2,happy
08:02:,10,sad
07:31:,-15,neutral
06:55:,8,neutral
06:55:,3,neutral
06:31:,1,happy
06:46:,1,happy
08:00:,-4,happy
04:31:,3,sad
04:37:,1,neutral
07:36:,1,anger
07:59:,3,sad
07:32:,1,neutral
05:47:,5,neutral
08:14:,1,sad
06:16:,5,anger
07:14:,6,neutral
07:07:,-1,neutral
07:56:,1,neutral
07:51:,5,neutral
07:09:,1,neutral
07:12:,6,neutral
10:05:,2,sad
10:59:,2,neutral
05:20:,1,happy
07:07:,1,sad
06:06:,5,neutral
06:15:,3,neutral
05:50:,3,sad
07:39:,3,happy
06:43:,1,sad
05:54:,1,hate
07:44:,-7,happy
06:31:,1,happy
07:27:,3,neutral
08:17:,1,happy
07:34:,1,sad
06:39:,-1,neutral
10:53:,2,sad
13:27:,-1,hate
22:26:,1,happy
06:20:,3,neutral
06:47:,1,neutral
06:43:,2,neutral
06:55:,17,neutral
06:47:,3,neutral
07:34:,0,sad
07:44:,1,happy
08:39:,8,neutral
05:20:,1,neutral
04:45:,14,happy
05:56:,1,sad
05:47:,1,neutral
15:44:,7,sad
15:45:,1,happy
17:43:,2,neutral
15:38:,0,happy
18:24:,1,hate
05:56:,-7,sad
06:52:,2,neutral
08:16:,1,neutral
11:11:,2,sad
10:57:,1,happy
09:08:,-13,neutral
04:36:,39,anger
05:09:,0,neutral
05:27:,1,happy
06:10:,7,hate
05:07:,0,neutral
07:19:,483,neutral
07:24:,6,sad
06:59:,0,neutral
06:51:,9,sad
06:27:,1,sad
06:41:,89,hate
06:47:,4,neutral
07:47:,8,hate
06:21:,376,sad
05:51:,1,sad
07:17:,1,sad
05:50:,1,sad
05:41:,1,neutral
05:02:,1,neutral
05:04:,1,sad
06:16:,6,sad
05:30:,1,neutral
08:12:,4,happy
06:09:,1,neutral
06:08:,2,sad
06:58:,4,neutral
05:50:,3,sad
07:24:,2,neutral
10:54:,1,neutral
12:59:,1,neutral
20:28:,1,neutral
06:36:,1,sad
05:18:,4,happy
06:27:,6,sad
07:20:,4,sad
06:29:,1,sad
06:38:,6,neutral
07:26:,1,neutral
07:57:,1,neutral
09:56:,6,neutral
09:07:,29,neutral
14:50:,3,sad
16:56:,5,happy
21:16:,1,neutral
16:27:,0,neutral
17:11:,52,neutral
06:21:,1,happy
07:22:,1,sad
10:02:,2,happy
19:13:,-28,neutral
07:15:,2,sad
07:28:,2,sad
09:02:,8,neutral
11:22:,1,neutral
10:34:,1,neutral
10:50:,9,sad
07:37:,3,sad
08:34:,-1,neutral
07:29:,1,neutral
12:07:,-1,neutral
12:39:,1,neutral
15:20:,0,sad
16:29:,1,neutral
14:18:,7,neutral
18:46:,1,sad
15:15:,4,sad
21:18:,76,sad
18:26:,3,happy
13:40:,1,happy
14:15:,0,sad
05:17:,2,sad
07:19:,6,sad
06:17:,1,neutral
07:01:,1,anger
07:01:,1,sad
06:32:,6,sad
07:00:,0,neutral
08:02:,0,sad
07:38:,1,sad
10:24:,13,neutral
11:49:,2,sad
16:38:,100,sad
19:06:,15,sad
16:47:,13,neutral
19:41:,-1,happy
20:37:,23,sad
23:47:,0,neutral
22:13:,14,sad
23:18:,3,neutral
18:53:,1,neutral
14:19:,2,anger
17:42:,0,neutral
20:28:,1,happy
12:16:,2,neutral
12:49:,-1,anger
12:20:,4,neutral
06:15:,2,sad
07:08:,2,sad
07:56:,15,neutral
08:29:,10,hate
07:06:,7,neutral
04:59:,2,neutral
04:54:,1,neutral
06:24:,10,happy
04:54:,1,neutral
05:28:,1,neutral
06:06:,105,sad
07:02:,1,happy
09:33:,1,neutral
06:17:,1,neutral
07:19:,1,neutral
07:24:,1,neutral
07:23:,1,sad
06:59:,12,sad
06:50:,0,sad
04:59:,1,neutral
03:16:,6,neutral
02:09:,36,happy
02:24:,-2,happy
05:43:,1,neutral
05:48:,1,sad
07:05:,141,happy
10:51:,-4,neutral
06:53:,3,sad
07:32:,1,happy
10:02:,1,sad
10:35:,-3,sad
18:12:,4,sad
07:30:,3,neutral
06:03:,1,neutral
07:58:,1,sad
04:07:,1,neutral
05:02:,39,happy
02:50:,1,neutral
02:46:,1,neutral
03:42:,1,hate
08:32:,10,sad
07:25:,4,happy
07:26:,30,sad
07:44:,2,happy
06:42:,1,neutral
07:45:,1,sad
08:10:,23,neutral
09:58:,1,neutral
10:50:,1,neutral
07:09:,1,sad
06:37:,0,hate
07:23:,1,neutral
11:14:,96,neutral
12:49:,2,sad
17:09:,12,neutral
17:36:,4,sad
06:58:,1,hate
10:53:,0,neutral
07:55:,1,happy
07:54:,0,sad
07:39:,89,neutral
07:04:,4,neutral
03:03:,19,neutral
08:08:,6,neutral
09:22:,1,sad
15:24:,0,neutral
01:05:,2,sad
06:58:,2,neutral
07:52:,1,sad
12:09:,4,sad
10:45:,2,happy
08:35:,3,sad
09:12:,11,sad
12:38:,3,neutral
14:26:,3,neutral
19:20:,1,neutral
17:00:,1,neutral
17:35:,-4,happy
09:17:,1,neutral
14:29:,1,happy
19:04:,1,neutral
16:50:,3,happy
00:59:,0,sad
07:48:,5,sad
07:08:,27,sad
07:30:,1,sad
14:37:,13,neutral
14:52:,2,neutral
20:17:,3,sad
07:19:,2,neutral
05:58:,1,neutral
05:50:,1,sad
05:52:,1,neutral
07:41:,1,neutral
07:09:,4,sad
05:34:,1,neutral
05:48:,11,neutral
10:14:,3,sad
09:00:,3,neutral
17:09:,5,sad
20:34:,1,neutral
19:06:,195,neutral
21:43:,2,happy
07:22:,1,neutral
09:28:,1,neutral
00:22:,1,hate
22:42:,6,happy
00:11:,1,neutral
00:13:,5,sad
03:22:,-2,neutral
05:46:,1,neutral
07:24:,1,neutral
08:00:,10,neutral
07:46:,2,anger
08:31:,1,sad
11:19:,1,sad
12:03:,1,neutral
18:52:,1,neutral
22:21:,0,sad
20:30:,1,sad
02:27:,3,sad
00:31:,1,neutral
23:54:,-2,anger
05:44:,18,neutral
01:24:,1,neutral
01:18:,2,neutral
04:04:,2,neutral
03:02:,1,sad
07:15:,1,neutral
07:58:,-2,neutral
09:49:,1,neutral
12:52:,1,neutral
12:23:,13,sad
01:32:,1,happy
01:57:,0,neutral
02:30:,5,sad
22:05:,4,neutral
02:56:,40,sad
20:52:,1,neutral
17:59:,6,neutral
22:46:,1,neutral
23:10:,3,sad
01:05:,0,neutral
01:47:,1,neutral
00:13:,1,neutral
00:20:,4,hate
01:38:,3,neutral
23:23:,1,neutral
02:42:,7,neutral
07:40:,26,sad
07:27:,33,neutral
07:27:,53,anger
10:28:,1,neutral
22:37:,1,sad
00:49:,1,sad
01:40:,1,sad
23:11:,1,neutral
22:15:,2,neutral
23:54:,1,neutral
21:22:,1,neutral
01:19:,1,hate
00:35:,3,sad
20:41:,1,happy
07:08:,8,happy
07:39:,1,neutral
07:54:,2,sad
08:43:,20,neutral
09:02:,-5,neutral
09:06:,3,neutral
08:38:,4,sad
11:01:,1,neutral
10:45:,1,neutral
12:37:,2,sad
11:51:,1,happy
13:19:,1,happy
16:51:,1,neutral
17:20:,2,neutral
18:33:,1,neutral
19:41:,3,neutral
10:06:,1,hate
13:52:,4,hate
13:52:,0,neutral
18:54:,1,neutral
16:58:,4,neutral
12:09:,4,sad
12:27:,1,hate
15:23:,8,neutral
20:18:,1,neutral
20:11:,1,neutral
00:48:,-24,neutral
23:35:,12,happy
04:13:,2,sad
04:16:,1,neutral
04:35:,5,happy
05:55:,-3,neutral
05:16:,1,sad
06:11:,1,neutral
03:26:,1,neutral
04:22:,2,neutral
11:19:,2,happy
13:55:,4,happy
14:45:,2,sad
15:59:,3,happy
01:37:,1,sad
03:26:,10,sad
04:19:,1,happy
07:22:,2,neutral
07:25:,3,neutral
14:33:,2,sad
15:04:,19,hate
16:05:,1,happy
16:36:,4,neutral
20:42:,2,happy
03:06:,-7,sad
00:32:,1,neutral
23:40:,8,sad
22:35:,2,sad
22:24:,1,happy
22:58:,1,happy
18:41:,1,sad
18:38:,0,hate
22:13:,20,anger
22:36:,1,sad
12:26:,1,neutral
13:00:,2,neutral
12:27:,4,happy
14:48:,1,neutral
07:36:,1,happy
06:58:,0,neutral
07:43:,12,happy
08:57:,3,sad
18:10:,-5,neutral
17:41:,1,happy
22:19:,16,neutral
22:33:,1,happy
06:44:,1,neutral
08:35:,3,neutral
07:46:,2,neutral
11:51:,2,neutral
09:26:,10,sad
06:31:,4,neutral
07:49:,1,neutral
01:47:,3,neutral
23:52:,1,happy
00:30:,2,hate
00:51:,2,happy
05:47:,11,happy
01:10:,12,neutral
11:41:,1,anger
12:57:,1,neutral
14:27:,1,sad
17:25:,2,neutral
05:51:,3,sad
05:05:,2,happy
05:08:,0,neutral
00:47:,1,neutral
05:39:,83,happy
05:42:,1,neutral
03:23:,1,neutral
04:36:,1,neutral
04:51:,1,sad
03:29:,1,neutral
12:03:,149,neutral
20:07:,1,neutral
18:15:,3,anger
15:50:,9,neutral
00:40:,6,sad
19:29:,1,sad
00:47:,1,sad
01:11:,1,neutral
00:53:,0,neutral
23:08:,10,sad
01:31:,5,neutral
01:16:,1,neutral
19:58:,1,neutral
18:49:,0,sad
19:05:,1,happy
19:50:,1,happy
21:59:,3,anger
22:53:,1,neutral
15:38:,1,sad
19:53:,72,happy
00:22:,5,neutral
22:39:,2,sad
01:09:,1,sad
23:55:,1,neutral
10:03:,3,neutral
11:20:,1,sad
13:42:,2,hate
06:11:,2,neutral
01:04:,26,sad
03:02:,2,happy
02:12:,1,happy
23:56:,2,hate
22:34:,3,neutral
01:47:,1,neutral
01:46:,5,neutral
06:57:,2,sad
07:00:,1,happy
06:37:,2,neutral
08:01:,4,neutral
07:36:,2,neutral
08:45:,1,sad
08:47:,1,happy
10:25:,2,happy
11:38:,2,sad
11:07:,1,neutral
12:41:,-15,sad
08:38:,5,happy
09:25:,1,neutral
12:15:,36,sad
14:28:,10,neutral
15:21:,16,sad
13:31:,3,neutral
20:02:,1,sad
02:13:,47,sad
02:57:,1,sad
22:45:,28,neutral
02:56:,46,sad
21:35:,0,sad
01:06:,1,sad
04:18:,1,neutral
03:51:,2,neutral
03:22:,11,happy
03:36:,2,happy
06:39:,1,hate
06:56:,3,neutral
22:27:,1,happy
22:13:,10,sad
22:53:,2,neutral
21:08:,7,sad
23:17:,2,neutral
23:21:,1,neutral
22:26:,2,neutral
22:32:,6,sad
23:50:,1,sad
21:03:,4,sad
19:15:,1,neutral
03:12:,1,neutral
03:47:,1,sad
03:39:,2,neutral
07:28:,19,neutral
04:56:,16,sad
03:48:,1,happy
07:18:,1,neutral
07:21:,1,neutral
07:04:,3,sad
05:25:,2,neutral
03:00:,2,hate
06:34:,-4,neutral
06:10:,7,neutral
08:28:,1,anger
18:42:,1,hate
20:37:,1,neutral
22:47:,65,neutral
00:35:,1,neutral
07:36:,-17,neutral
07:50:,2,happy
05:25:,1,neutral
08:01:,5,neutral
22:50:,-1,neutral
23:29:,9,neutral
04:10:,1,sad
01:40:,3,neutral
00:25:,1,happy
11:41:,-2,neutral
14:41:,1,neutral
12:08:,-3,neutral
11:38:,1,neutral
17:52:,1,neutral
21:05:,1,sad
13:21:,1,neutral
17:13:,1,sad
18:30:,-3,neutral
04:34:,1,neutral
03:47:,17,sad
01:20:,1,neutral
07:38:,18,sad
03:00:,1,happy
07:15:,13,neutral
20:37:,2,sad
02:44:,3,neutral
00:21:,2,happy
00:53:,1,sad
18:52:,1,happy
23:17:,1,sad
23:24:,1,happy
03:40:,1,happy
04:30:,1,neutral
01:02:,2,sad
03:53:,0,neutral
06:39:,13,neutral
20:58:,1,neutral
22:29:,1,neutral
23:33:,1,neutral
19:13:,3,happy
20:00:,0,happy
23:23:,1,happy
22:00:,5,neutral
03:39:,27,sad
05:39:,2,sad
05:39:,1,sad
06:26:,1,neutral
06:30:,1,sad
06:10:,2,neutral
06:53:,1,sad
07:06:,0,sad
09:27:,4,sad
05:45:,1,happy
05:20:,8,sad
05:47:,6,sad
06:39:,1,sad
08:53:,1,neutral
06:40:,1,sad
07:01:,1,neutral
15:53:,-1,neutral
21:47:,1,sad
21:50:,1,neutral
15:30:,2,neutral
16:16:,1,sad
17:46:,24,hate
20:30:,1,neutral
23:25:,3,sad
23:35:,1,neutral
02:42:,1,neutral
02:10:,2,sad
06:41:,46,neutral
05:36:,25,neutral
21:58:,1,sad
23:40:,3,sad
02:18:,4,hate
00:38:,4,neutral
03:21:,8,sad
00:33:,2,neutral
04:08:,1,sad
02:09:,1,neutral
06:11:,5,hate
02:15:,2,sad
01:39:,3,neutral
02:23:,1,happy
04:04:,1,sad
01:41:,9,sad
17:46:,14,sad
21:06:,0,happy
21:21:,1,neutral
23:32:,1,sad
02:56:,91,sad
23:44:,1,sad
00:02:,4,sad
01:12:,2,sad
01:58:,0,sad
03:40:,1,neutral
06:22:,1,neutral
19:49:,4,sad
20:07:,1,sad
20:36:,6,sad
00:31:,-13,neutral
01:25:,12,happy
02:21:,13,neutral
05:33:,2,happy
03:17:,1,hate
06:07:,1,neutral
03:56:,0,neutral
04:45:,6,sad
06:53:,2,neutral
07:36:,3,sad
07:46:,5,sad
05:37:,0,neutral
16:56:,5,sad
17:21:,1,happy
14:42:,1,neutral
16:28:,3,neutral
23:36:,2,happy
22:08:,0,happy
13:04:,1,neutral
13:50:,2,sad
00:28:,1,neutral
08:38:,11,anger
10:51:,1,neutral
23:20:,2,neutral
20:24:,7,neutral
20:10:,1,happy
01:25:,2,neutral
23:49:,112,neutral
02:16:,14,sad
04:28:,1,neutral
06:05:,1,happy
05:17:,2,neutral
06:23:,10,sad
01:44:,56,sad
02:56:,1,neutral
03:34:,2,happy
05:15:,1,neutral
06:47:,6,sad
06:07:,-1,neutral
00:42:,1,happy
01:14:,1,neutral
06:10:,1,neutral
18:48:,1,neutral
16:35:,2,hate
16:25:,2,neutral
22:20:,1,neutral
21:04:,1,neutral
01:20:,1,happy
01:39:,4,neutral
01:37:,0,neutral
05:51:,1,neutral
07:09:,1,happy
03:13:,1,neutral
06:57:,5,neutral
16:37:,5,happy
23:05:,1,sad
23:53:,3,neutral
12:16:,5,hate
23:25:,1,neutral
00:44:,1,neutral
04:53:,13,happy
05:07:,2,neutral
05:42:,0,sad
06:02:,1,neutral
21:32:,2,neutral
03:38:,1,neutral
02:31:,1,neutral
05:44:,26,neutral
05:03:,14,sad
03:54:,-1,neutral
07:04:,4,neutral
02:44:,5,happy
02:52:,2,neutral
06:46:,1,neutral
08:35:,0,sad
12:04:,1,neutral
04:28:,3,happy
07:27:,1,sad
04:44:,2,neutral
05:05:,3,sad
19:14:,1,sad
03:05:,9,sad
07:04:,1,sad
12:59:,3,sad
05:29:,127,neutral
07:20:,18,neutral
07:01:,1,neutral
20:14:,6,neutral
20:17:,6,sad
20:48:,1,neutral
01:30:,2,happy
08:44:,3,neutral
06:19:,1,neutral
02:29:,1,happy
07:00:,4,sad
04:37:,0,neutral
08:26:,4,neutral
20:43:,2,sad
05:15:,1,neutral
02:35:,6,sad
02:52:,20,sad
03:04:,1,neutral
03:38:,1,neutral
02:09:,0,sad
02:43:,17,neutral
05:54:,1,hate
06:46:,3,neutral
07:43:,3,sad
03:40:,-1,happy
00:37:,2,happy
05:12:,1,sad
03:14:,1,neutral
02:42:,2,neutral
23:58:,12,neutral
23:49:,13,neutral
01:05:,1,neutral
00:57:,1,sad
05:30:,1,neutral
04:56:,4,happy
07:21:,1,neutral
02:01:,8,neutral
05:57:,1,happy
03:26:,-4,neutral
20:55:,4,sad
20:59:,1,neutral
23:51:,16,neutral
21:54:,5,happy
23:22:,-2,sad
01:59:,2,neutral
23:11:,3,neutral
00:40:,1,sad
03:22:,2,happy
23:26:,108,sad
00:44:,1,anger
00:52:,5,happy
07:11:,1,sad
07:32:,1,neutral
08:36:,6,happy
08:27:,-41,neutral
03:30:,1,sad
07:34:,1,neutral
07:33:,8,neutral
13:15:,1,happy
21:30:,3,sad
23:58:,-7,neutral
02:45:,0,happy
01:14:,2,neutral
07:31:,1,neutral
08:15:,1,happy
11:04:,6,neutral
11:59:,1,neutral
09:10:,19,hate
12:04:,2,happy
14:44:,1,neutral
07:19:,1,happy
04:49:,5,neutral
22:49:,1,neutral
02:57:,9,neutral
04:28:,1,sad
06:10:,1,anger
08:21:,1,hate
10:50:,2,neutral
16:29:,264,neutral
05:16:,14,neutral
07:22:,1,sad
05:50:,0,sad
04:11:,1,neutral
05:45:,3,happy
19:00:,2,neutral
21:42:,1,neutral
04:28:,1,neutral
06:21:,70,sad
04:08:,4,neutral
05:32:,-1,sad
09:15:,1,happy
22:48:,1,happy
00:00:,1,sad
11:37:,5,neutral
17:54:,1,sad
20:38:,-1,neutral
21:13:,1,neutral
23:06:,1,neutral
23:22:,24,neutral
01:53:,1,neutral
02:45:,3,anger
00:41:,1,neutral
04:24:,50,neutral
02:22:,1,neutral
06:00:,1,neutral
07:14:,1,neutral
12:21:,1,neutral
23:46:,9,neutral
23:00:,10,sad
23:29:,65,sad
03:31:,2,happy
02:26:,1,neutral
05:36:,57,neutral
05:58:,-6,neutral
