TIME,SCORE,EMOTION
22:55:,1,neutral
17:58:,9,neutral
20:23:,2,sad
19:13:,1,sad
19:38:,3,neutral
20:39:,4,sad
21:49:,0,sad
22:16:,1,happy
20:49:,58,neutral
21:25:,2,neutral
22:22:,2,neutral
23:38:,3,neutral
23:41:,8,neutral
23:29:,11,sad
16:11:,305,happy
17:48:,8,sad
19:48:,4,hate
19:38:,1,neutral
18:15:,2,happy
17:57:,2,neutral
22:44:,1,neutral
21:21:,1,neutral
18:48:,9,sad
20:04:,2,sad
19:12:,1,neutral
18:27:,2,happy
21:21:,0,neutral
21:27:,-8,happy
22:17:,-2,neutral
20:08:,4,neutral
20:27:,2,hate
20:09:,105,happy
18:09:,3,happy
19:46:,1,sad
21:51:,2,sad
21:30:,5,happy
19:06:,2,sad
19:36:,3,neutral
18:34:,1,neutral
20:52:,5,happy
22:28:,5,neutral
22:15:,2,sad
18:41:,1,sad
19:07:,1,sad
19:40:,-9,anger
19:40:,1,happy
20:26:,4,neutral
21:22:,190,neutral
22:25:,10,neutral
20:29:,8,neutral
20:01:,1,sad
20:39:,1,neutral
21:52:,-6,neutral
21:06:,2,happy
21:19:,11,neutral
21:34:,15,neutral
00:03:,1,hate
00:18:,-17,happy
22:40:,7,neutral
22:08:,7,anger
18:45:,5,happy
19:18:,11,hate
19:28:,1,neutral
21:07:,2,neutral
20:16:,1,neutral
21:25:,1,neutral
22:26:,1,neutral
22:24:,1,happy
21:16:,1,neutral
20:25:,1,happy
20:12:,3,neutral
20:05:,1,sad
21:15:,1,neutral
20:53:,162,happy
20:21:,1,neutral
20:47:,-3,sad
20:52:,2,sad
21:55:,1,neutral
21:19:,1,neutral
22:56:,1,sad
23:10:,1,neutral
21:33:,1,sad
23:28:,3,hate
20:51:,1,hate
22:10:,0,sad
23:19:,2,neutral
22:56:,2,hate
21:42:,1,neutral
21:33:,0,sad
20:58:,1,neutral
21:41:,1,neutral
21:03:,1,happy
22:54:,3,hate
20:39:,4,sad
21:02:,10,neutral
21:39:,1,neutral
20:29:,1,neutral
18:48:,1,neutral
17:49:,1,sad
18:05:,1,sad
18:59:,11,neutral
20:42:,2,neutral
20:39:,3,hate
20:17:,2,neutral
20:50:,1,neutral
19:59:,-4,happy
22:22:,1,happy
21:59:,1,neutral
22:52:,0,neutral
22:12:,1,sad
19:11:,8,sad
22:32:,6,neutral
22:57:,1,neutral
20:04:,11,sad
18:02:,1,neutral
20:12:,27,neutral
22:23:,7,sad
19:11:,1,neutral
22:08:,60,neutral
22:49:,1,sad
21:42:,2,neutral
21:00:,1,neutral
22:06:,1,neutral
20:50:,9,neutral
19:23:,1,happy
20:46:,5,neutral
21:12:,1,happy
21:20:,1,neutral
21:23:,1,neutral
21:56:,1,neutral
20:53:,-6,neutral
22:16:,1,sad
22:52:,2,hate
23:10:,23,happy
21:42:,4,neutral
22:41:,1,sad
22:12:,2,happy
22:54:,2,neutral
20:32:,1,neutral
22:27:,2,sad
22:19:,1,neutral
21:34:,7,neutral
20:45:,1,neutral
20:10:,1,neutral
22:19:,6,happy
22:41:,7,neutral
23:38:,2,happy
23:09:,-6,sad
22:55:,1,neutral
21:29:,1,neutral
20:48:,1,neutral
20:57:,2,happy
21:12:,0,sad
21:54:,1,happy
21:14:,1,neutral
22:12:,1,neutral
22:30:,1,neutral
23:00:,3,happy
20:47:,1,sad
20:22:,2,neutral
22:18:,1,neutral
21:58:,98,sad
23:34:,4,neutral
23:29:,11,neutral
23:00:,35,happy
22:58:,3,neutral
19:54:,1,hate
19:44:,1,neutral
20:43:,9,sad
09:45:,7,neutral
09:40:,1,neutral
10:34:,2,sad
11:06:,-2,neutral
11:25:,2,happy
21:25:,1,neutral
22:33:,-3,neutral
22:58:,1,neutral
23:44:,-3,neutral
22:03:,0,neutral
23:44:,1,sad
22:43:,-1,happy
00:07:,0,neutral
22:50:,2,neutral
00:39:,1,happy
22:09:,6,happy
22:50:,1,sad
23:57:,2,sad
23:13:,3,sad
19:14:,1,neutral
19:57:,1,neutral
18:31:,3,sad
20:12:,2,anger
19:39:,2,neutral
22:12:,1,happy
18:20:,1,happy
18:11:,2,happy
18:39:,10,neutral
21:35:,1,sad
18:37:,2,neutral
22:17:,1,hate
20:45:,4,happy
22:29:,1,neutral
22:18:,21,neutral
21:36:,3,neutral
23:31:,1,neutral
22:45:,1,happy
23:23:,3,neutral
22:54:,1,hate
22:12:,7,sad
20:54:,1,sad
22:16:,2,neutral
21:17:,1,neutral
23:20:,1,neutral
20:58:,1,neutral
23:14:,119,neutral
23:15:,1,neutral
19:01:,3,neutral
21:16:,2,happy
21:58:,1,sad
22:28:,188,sad
20:28:,68,neutral
21:07:,2,neutral
22:05:,2,sad
21:17:,0,neutral
22:26:,6,neutral
22:10:,1,neutral
23:01:,-11,neutral
23:42:,3,neutral
22:50:,1,neutral
22:39:,30,sad
23:34:,1,sad
22:42:,3,neutral
00:56:,7,sad
01:36:,23,neutral
00:50:,1,sad
23:12:,31,happy
23:56:,1,sad
23:10:,3,sad
23:47:,1,neutral
20:17:,-27,happy
22:10:,5,neutral
22:52:,5,neutral
22:51:,26,neutral
22:42:,4,neutral
22:38:,-5,neutral
23:22:,1,happy
00:29:,3,neutral
21:26:,6,happy
22:47:,1,neutral
20:49:,1,neutral
19:30:,1,neutral
20:07:,23,neutral
22:43:,1,sad
21:53:,211,neutral
23:07:,2,hate
20:46:,2,neutral
20:53:,1,neutral
22:11:,1,neutral
21:20:,1,happy
23:15:,96,happy
23:31:,1,sad
23:54:,3,happy
21:02:,69,neutral
22:27:,3,happy
01:14:,1,neutral
00:08:,1,neutral
22:34:,1,sad
22:46:,0,neutral
00:13:,-87,sad
00:35:,1,sad
23:56:,0,neutral
23:49:,1,sad
00:29:,2,neutral
00:38:,1,neutral
18:11:,17,neutral
17:11:,2,neutral
20:14:,1,happy
20:04:,2,sad
20:12:,1,neutral
22:44:,13,neutral
23:04:,1,neutral
21:06:,2,neutral
19:49:,6,neutral
20:20:,1,neutral
21:39:,-41,sad
22:15:,1,sad
23:48:,1,neutral
23:02:,2,neutral
23:24:,1,sad
23:08:,2,sad
21:43:,-5,hate
00:09:,6,sad
23:41:,179,neutral
12:18:,-12,happy
12:54:,5,neutral
13:59:,1,neutral
14:16:,3,happy
21:58:,1,neutral
21:47:,78,sad
20:41:,1,happy
21:44:,2,neutral
23:40:,26,neutral
23:01:,2,neutral
22:52:,-4,neutral
23:33:,17,happy
22:44:,25,happy
22:29:,2,sad
22:47:,5,sad
22:54:,1,neutral
20:14:,5,neutral
22:02:,2,neutral
22:12:,12,sad
23:03:,3,neutral
00:04:,1,neutral
00:08:,10,neutral
01:07:,5,hate
19:53:,-5,sad
19:14:,-1,neutral
20:31:,1,neutral
20:27:,1,neutral
22:31:,1,neutral
22:00:,2,neutral
22:33:,1,hate
22:31:,15,hate
23:16:,1,neutral
23:24:,1,neutral
00:53:,1,sad
22:26:,1,neutral
00:31:,3,happy
00:38:,3,neutral
01:11:,1,neutral
16:10:,1,sad
18:48:,1,sad
19:06:,1,neutral
19:19:,1,sad
18:58:,3,sad
21:24:,1,neutral
23:24:,9,sad
23:32:,2,neutral
21:07:,13,happy
21:21:,1,neutral
23:49:,2,neutral
00:35:,1,neutral
23:33:,-2,neutral
00:38:,1,neutral
00:15:,1,neutral
22:15:,3,neutral
00:03:,28,sad
22:55:,2,neutral
22:04:,1,sad
22:34:,270,happy
23:11:,1,neutral
22:00:,-2,neutral
22:03:,1,happy
23:32:,1,sad
00:03:,3,neutral
00:56:,5,sad
22:37:,16,sad
23:12:,3,neutral
22:56:,1,happy
23:49:,2,sad
23:08:,1,neutral
23:57:,2,neutral
23:59:,1,happy
00:16:,2,neutral
00:33:,1,neutral
00:23:,8,neutral
21:53:,4,neutral
20:25:,1,neutral
21:06:,2,neutral
21:29:,76,neutral
00:18:,7,neutral
22:56:,1,sad
22:52:,4,happy
22:08:,1,neutral
21:52:,1,neutral
19:55:,2,neutral
13:11:,2,sad
00:15:,3,neutral
00:08:,1,neutral
00:05:,1,neutral
21:44:,-2,neutral
23:17:,0,sad
22:02:,11,neutral
23:51:,33,neutral
00:38:,11,neutral
23:24:,1,hate
22:06:,1,neutral
00:17:,3,sad
01:07:,3,happy
23:24:,4,hate
22:46:,9,sad
23:56:,17,hate
22:43:,36,happy
21:24:,3,neutral
21:34:,1,sad
23:20:,-2,sad
23:24:,1,happy
22:51:,-1,sad
22:40:,1,neutral
00:12:,3,neutral
23:50:,1,neutral
00:58:,1,neutral
23:55:,1,neutral
22:52:,3,neutral
23:47:,7,sad
22:57:,9,neutral
00:35:,2,neutral
01:21:,31,neutral
00:00:,2,sad
02:04:,1,happy
22:04:,3,sad
22:30:,1,neutral
23:14:,1,sad
22:41:,3,sad
00:01:,0,neutral
23:20:,2,neutral
00:53:,66,neutral
01:06:,11,happy
23:57:,3,happy
02:34:,1,sad
22:23:,7,neutral
22:38:,16,neutral
23:27:,1,happy
22:04:,1,neutral
22:43:,847,neutral
22:55:,1,neutral
23:19:,1,neutral
23:56:,2,hate
22:57:,1,neutral
23:51:,70,sad
22:49:,1,neutral
00:30:,5,sad
23:34:,7,sad
23:43:,2,sad
00:33:,2,happy
01:36:,5,sad
00:45:,2,hate
23:01:,1,sad
00:42:,2,neutral
00:17:,1,sad
01:21:,1,sad
20:41:,3,anger
21:46:,6,neutral
22:28:,-1,happy
21:37:,1,neutral
23:10:,1,hate
23:08:,61,happy
23:30:,1,sad
22:36:,34,neutral
22:44:,2,sad
00:09:,6,neutral
00:05:,1,neutral
00:40:,2,sad
01:31:,5,sad
00:58:,3,sad
00:06:,1,hate
00:59:,11,neutral
00:16:,1,happy
00:00:,2,happy
01:12:,-15,happy
02:36:,42,neutral
00:41:,3,neutral
01:24:,2,happy
00:58:,8,hate
02:17:,7,neutral
22:20:,1,happy
00:32:,1,neutral
23:34:,0,happy
22:47:,1,neutral
02:15:,-1,neutral
23:53:,0,happy
01:39:,1,sad
01:46:,1,neutral
01:40:,1,sad
01:00:,1,neutral
23:43:,1,sad
23:14:,1,neutral
23:16:,1,sad
23:06:,-1,sad
00:17:,1,neutral
16:12:,18,neutral
15:39:,2,sad
17:10:,4,happy
17:46:,19,neutral
23:48:,1,neutral
00:47:,1,neutral
02:09:,1,happy
01:32:,2,sad
01:08:,1,sad
02:59:,15,sad
00:44:,12,happy
02:43:,2,neutral
03:00:,1,neutral
01:10:,3,sad
01:35:,2,sad
23:20:,-1,neutral
22:42:,-2,neutral
23:28:,1,neutral
22:12:,1,sad
22:44:,1,sad
01:22:,19,sad
00:52:,1,neutral
23:29:,1,sad
00:56:,16,happy
23:46:,3,neutral
00:50:,1,neutral
03:48:,1,neutral
01:50:,1,sad
23:57:,10,happy
02:10:,1,neutral
00:07:,10,neutral
00:45:,1,neutral
03:03:,126,neutral
02:05:,17,happy
00:35:,2,neutral
23:43:,2,neutral
23:51:,1,sad
00:08:,2,neutral
23:32:,1,neutral
01:08:,1,sad
01:39:,16,neutral
01:03:,4,neutral
01:26:,1,sad
01:21:,2,sad
03:04:,1,neutral
02:15:,6,happy
01:50:,2,neutral
23:39:,5,neutral
23:05:,1,neutral
02:12:,3,neutral
01:03:,1,neutral
01:10:,1,neutral
00:13:,1,happy
01:47:,19,neutral
03:35:,5,happy
01:08:,12,sad
02:49:,9,sad
02:07:,2,neutral
03:09:,1,neutral
21:43:,1,sad
23:35:,1,sad
23:57:,51,happy
23:33:,1,neutral
00:28:,2,neutral
01:48:,1,neutral
00:53:,12,happy
03:30:,3,sad
02:51:,21,sad
03:03:,8,happy
01:46:,1,neutral
20:26:,2,sad
22:10:,1,neutral
21:42:,1,neutral
22:47:,1,neutral
19:21:,2,neutral
18:05:,-1,sad
23:33:,1,neutral
23:58:,4,neutral
23:18:,-2,neutral
01:36:,1,sad
02:09:,1,neutral
00:05:,0,neutral
23:57:,0,anger
00:25:,1,neutral
01:25:,1,neutral
23:25:,1,neutral
01:27:,1,neutral
00:46:,2,neutral
23:46:,1,sad
00:09:,1,sad
03:01:,1,neutral
02:07:,1,happy
01:29:,0,neutral
00:22:,4,sad
01:30:,3,neutral
01:20:,2,hate
02:14:,-8,neutral
01:25:,1,hate
02:58:,71,neutral
04:25:,1,neutral
23:11:,2,neutral
23:39:,1,sad
23:29:,112,neutral
00:44:,-1,sad
00:32:,1,neutral
23:28:,-3,neutral
02:08:,1,happy
23:15:,4,hate
23:26:,225,sad
23:50:,1,neutral
01:23:,2,neutral
01:05:,1,neutral
01:50:,-4,sad
02:19:,1,neutral
02:45:,1,sad
00:57:,1,neutral
23:51:,1,neutral
00:38:,1,neutral
00:54:,5,neutral
00:00:,3,neutral
00:20:,1,neutral
00:31:,97,neutral
00:32:,1,happy
02:55:,1,happy
01:07:,0,neutral
01:52:,1,neutral
01:54:,-10,happy
01:12:,44,happy
02:11:,1,sad
23:59:,1,neutral
00:40:,8,neutral
01:40:,1,happy
00:59:,5,sad
01:26:,1,sad
00:44:,11,sad
00:41:,1,neutral
01:23:,1,sad
01:41:,1,sad
00:58:,7,sad
02:29:,1,neutral
23:44:,1,sad
23:31:,-37,neutral
01:33:,81,hate
23:42:,1,happy
01:20:,230,neutral
23:50:,3,sad
02:22:,1,neutral
00:22:,1,happy
00:33:,1,happy
00:21:,6,sad
00:43:,1,neutral
02:05:,1,happy
02:12:,2,neutral
23:54:,4,happy
00:58:,1,sad
00:38:,2,sad
00:44:,1,happy
00:32:,3,sad
02:51:,33,sad
01:52:,1,neutral
02:01:,1,neutral
04:08:,1,neutral
00:25:,0,neutral
00:02:,1,sad
00:38:,7,neutral
01:23:,5,neutral
00:25:,3,sad
02:16:,1,neutral
02:51:,8,sad
00:39:,0,neutral
23:42:,1,neutral
02:11:,1,neutral
00:32:,6,happy
23:36:,0,sad
23:22:,2,happy
00:38:,1653,neutral
23:19:,1,neutral
01:07:,1,neutral
00:49:,4,neutral
00:21:,21,neutral
01:18:,1,neutral
00:29:,3,neutral
00:38:,1,neutral
01:02:,2,neutral
01:37:,4,neutral
01:58:,1,happy
01:42:,1,sad
03:17:,1,neutral
04:50:,2,sad
04:10:,2,sad
02:15:,2,neutral
02:47:,1,happy
02:32:,-16,neutral
22:42:,2,neutral
23:36:,1,sad
00:47:,1,neutral
23:21:,-1,neutral
01:02:,11,sad
00:36:,2,happy
00:40:,9,happy
23:40:,13,neutral
00:33:,1,neutral
02:09:,-10,neutral
00:27:,3,neutral
01:25:,1,sad
01:37:,1,neutral
01:41:,1,neutral
02:11:,10,neutral
02:54:,3,sad
05:13:,16,hate
03:25:,1,neutral
03:35:,0,anger
00:28:,-1,happy
01:19:,1,happy
01:42:,1,neutral
01:10:,4,neutral
02:08:,8,happy
00:37:,-1,neutral
00:45:,1,sad
00:29:,0,neutral
00:33:,1,sad
00:45:,1,neutral
01:01:,-3,neutral
02:56:,1,sad
01:27:,1,sad
00:38:,-1,neutral
02:11:,1,happy
01:20:,0,happy
00:39:,5,happy
00:14:,2,neutral
00:46:,3,hate
17:14:,3,neutral
15:55:,1,happy
19:32:,113,neutral
20:13:,3,sad
20:44:,1,neutral
19:34:,1,happy
20:24:,3,neutral
22:18:,0,neutral
01:13:,5,neutral
01:39:,-7,sad
03:45:,1,sad
03:24:,2,neutral
02:10:,9,happy
00:51:,5,happy
01:06:,3,neutral
03:35:,0,hate
01:56:,1,neutral
00:35:,0,happy
02:23:,2,happy
02:37:,1,neutral
00:24:,2,neutral
23:53:,0,sad
01:25:,1,neutral
01:27:,1,neutral
03:03:,-10,sad
02:06:,55,happy
03:13:,1,neutral
03:46:,8,neutral
02:50:,1,happy
02:44:,218,happy
02:15:,29,neutral
02:31:,-9,neutral
02:06:,6,neutral
01:57:,0,neutral
01:58:,1,neutral
03:55:,8,happy
01:19:,1,neutral
02:05:,1,neutral
02:40:,4,hate
02:44:,-12,neutral
02:28:,2,happy
02:51:,1,neutral
02:54:,2,neutral
00:21:,1,neutral
03:07:,1,neutral
03:39:,1,neutral
01:58:,9,happy
03:27:,5,neutral
01:43:,4,neutral
02:07:,1,neutral
02:40:,1,sad
03:02:,1,neutral
02:23:,2,happy
02:31:,-2,hate
04:49:,3,sad
02:49:,19,neutral
02:22:,26,happy
02:45:,1,neutral
02:06:,-1,sad
03:51:,5,happy
03:23:,3,neutral
02:12:,1,neutral
02:29:,6,neutral
02:04:,1,neutral
02:21:,1,happy
01:51:,4,neutral
00:45:,1,neutral
02:05:,12,neutral
02:53:,19,sad
03:11:,25,neutral
02:30:,0,neutral
19:49:,2,neutral
19:27:,1,happy
21:48:,2,neutral
21:36:,1,happy
02:36:,2,neutral
04:28:,2,sad
02:14:,1,sad
02:37:,1,neutral
03:51:,2,neutral
02:55:,5,neutral
01:08:,0,happy
04:55:,1,neutral
04:21:,2,sad
02:11:,1,neutral
05:05:,1,neutral
00:38:,5,sad
01:01:,-5,sad
23:26:,2,neutral
00:44:,1,neutral
01:25:,2,happy
23:52:,1,sad
01:26:,1,neutral
02:06:,144,hate
03:51:,1,neutral
02:48:,0,neutral
23:43:,1,neutral
01:26:,-4,neutral
01:34:,1,sad
00:53:,-2,sad
01:05:,4,sad
03:10:,9,sad
02:06:,2,happy
03:01:,0,sad
03:39:,2,sad
02:45:,1,neutral
04:42:,2,neutral
01:12:,1,neutral
04:01:,-5,sad
03:39:,5,neutral
01:00:,1,neutral
01:29:,3,sad
01:14:,1,neutral
00:28:,3,sad
00:59:,1,neutral
01:51:,5,sad
01:50:,10,neutral
04:21:,30,sad
02:36:,1,neutral
03:02:,1,sad
03:07:,1,happy
02:24:,1,neutral
03:03:,11,neutral
01:37:,7,neutral
02:49:,1,neutral
04:40:,1,neutral
02:20:,1,neutral
03:29:,4,neutral
03:22:,2,happy
03:03:,4,neutral
02:51:,2,neutral
02:50:,0,sad
03:22:,-1,happy
01:39:,0,neutral
00:56:,2,neutral
02:01:,2,happy
01:29:,-2,neutral
03:23:,-1,neutral
01:36:,0,neutral
00:49:,2,happy
01:27:,1,neutral
01:19:,1,neutral
01:07:,0,happy
01:50:,1,neutral
02:05:,1,neutral
03:58:,1,happy
03:17:,101,neutral
01:46:,7,sad
03:17:,2,neutral
02:53:,1,neutral
03:00:,1,neutral
03:22:,6,neutral
04:51:,2,sad
04:15:,2,anger
04:31:,3,neutral
04:05:,1,happy
03:19:,-5,neutral
04:14:,19,neutral
04:22:,-1,sad
02:22:,-2,neutral
02:12:,1,sad
04:25:,3,sad
02:59:,5,neutral
02:29:,2,neutral
01:15:,2,happy
02:30:,11,sad
02:13:,3,neutral
03:09:,1,happy
04:40:,1,neutral
03:18:,0,neutral
05:10:,66,happy
03:15:,6,sad
03:01:,1,neutral
04:34:,21,neutral
02:11:,1,neutral
01:47:,1,happy
02:28:,6,happy
02:40:,2,happy
01:31:,2,sad
03:45:,1,neutral
03:23:,2,hate
00:36:,1,sad
01:06:,3,sad
01:30:,1,neutral
04:36:,0,neutral
04:20:,3,neutral
04:23:,4,neutral
03:49:,9,sad
04:09:,-3,sad
03:10:,1,hate
03:35:,3,neutral
02:00:,1,sad
02:31:,21,sad
02:41:,10,happy
02:47:,1,sad
02:01:,7,neutral
05:08:,396,happy
02:57:,9,neutral
02:02:,3,neutral
00:21:,9,sad
01:01:,1,neutral
01:21:,1,neutral
00:50:,6,neutral
01:59:,1,sad
03:51:,30,neutral
03:22:,2,neutral
02:42:,1,neutral
04:44:,643,neutral
01:56:,1,neutral
02:06:,0,happy
04:29:,-7,anger
03:17:,0,sad
02:53:,4,neutral
00:48:,1,happy
01:18:,3,sad
00:33:,1,neutral
01:22:,1,neutral
02:01:,1,sad
02:20:,0,sad
02:46:,20,sad
02:00:,23,happy
04:16:,1,neutral
02:50:,-3,sad
02:22:,1,sad
06:30:,2,happy
02:30:,3,sad
00:52:,1,happy
01:26:,1,sad
02:42:,1,neutral
01:50:,1,neutral
03:07:,-1,neutral
02:30:,3,sad
01:43:,2,sad
01:03:,1,neutral
02:49:,3,sad
03:46:,8,happy
04:05:,0,sad
04:24:,0,sad
05:20:,2,hate
04:37:,1,sad
04:20:,0,neutral
05:40:,6,sad
03:39:,3,neutral
20:50:,7,neutral
22:13:,10,neutral
22:45:,1,neutral
22:34:,6,neutral
23:32:,1,neutral
21:04:,1,neutral
21:09:,9,neutral
23:16:,1,neutral
04:28:,10,neutral
04:51:,-2,hate
06:26:,2,neutral
04:38:,1,neutral
01:54:,2,sad
03:39:,5,neutral
04:52:,1,happy
03:22:,-3,neutral
03:12:,3,hate
01:41:,1,happy
02:24:,1,happy
02:37:,1,sad
02:10:,1,sad
02:34:,1,neutral
03:11:,-1,hate
04:55:,6,sad
04:32:,4,neutral
03:25:,1,sad
03:01:,1,sad
05:18:,1,neutral
05:31:,1,neutral
03:27:,66,sad
05:55:,2,neutral
01:58:,1,happy
02:16:,-6,neutral
02:30:,1,sad
04:41:,2,sad
04:57:,-15,hate
03:17:,-1,happy
03:56:,1,neutral
02:50:,1,sad
03:08:,2,neutral
05:33:,-1,neutral
04:40:,1,neutral
03:16:,1,happy
02:55:,-8,neutral
04:13:,2,neutral
03:53:,1,happy
05:38:,11,neutral
03:44:,-3,neutral
03:52:,-14,anger
02:55:,0,sad
05:08:,1,sad
06:42:,48,neutral
04:37:,1,sad
03:20:,1,neutral
04:44:,2,sad
04:56:,3,happy
04:35:,1,sad
05:00:,1,sad
03:47:,3,happy
05:20:,168,sad
04:24:,1,neutral
22:08:,1,neutral
22:49:,1,neutral
21:44:,-2,sad
21:48:,3,neutral
23:00:,0,sad
06:07:,4,neutral
05:32:,4,sad
03:05:,1,neutral
05:00:,7,neutral
04:16:,40,sad
05:03:,163,anger
05:54:,11,neutral
06:08:,1,sad
04:48:,1,happy
04:35:,0,neutral
05:12:,-4,neutral
06:38:,-6,neutral
03:19:,3,neutral
04:45:,2,sad
06:32:,61,neutral
04:15:,1,neutral
05:27:,0,sad
05:25:,2,neutral
04:26:,0,sad
05:34:,1,neutral
02:13:,2,sad
03:34:,0,happy
02:26:,24,sad
04:40:,1,sad
03:57:,3,neutral
03:53:,4,sad
00:56:,1,neutral
02:37:,1,neutral
03:55:,1,neutral
03:28:,2,sad
05:45:,20,neutral
04:20:,31,happy
03:48:,1,neutral
03:48:,8,sad
05:27:,1,neutral
06:10:,1,neutral
05:21:,9,sad
05:27:,1,hate
05:59:,2,happy
05:19:,4,sad
05:47:,1,happy
05:17:,1,neutral
06:09:,2,neutral
03:05:,6,anger
04:15:,1,sad
03:51:,7,neutral
02:15:,1,happy
02:32:,7,happy
02:30:,1,sad
02:37:,-6,neutral
03:52:,-9,sad
02:15:,3,happy
04:58:,0,neutral
03:00:,1,sad
03:01:,-2,sad
03:03:,0,sad
02:21:,1,sad
03:55:,1,happy
03:59:,3,happy
02:19:,4,happy
04:58:,21,hate
03:39:,0,happy
04:14:,2,neutral
03:55:,6,sad
04:13:,-2,happy
04:38:,1,neutral
03:17:,3,neutral
03:29:,3,neutral
03:09:,63,happy
04:11:,1,neutral
05:27:,1,sad
05:52:,1,neutral
04:45:,1,neutral
05:17:,-25,happy
06:23:,5,sad
02:12:,1,happy
03:58:,6,happy
06:19:,1,sad
03:13:,1,neutral
05:59:,5,sad
05:06:,-4,hate
05:38:,4,neutral
04:05:,37,happy
06:08:,2,neutral
03:23:,1,happy
02:50:,3,neutral
03:54:,5,sad
02:11:,1,neutral
02:17:,1,happy
02:35:,2,sad
06:15:,1,neutral
11:16:,38,neutral
11:12:,1,neutral
03:58:,21,sad
06:57:,0,neutral
05:11:,1,sad
02:49:,1,neutral
03:44:,0,happy
04:46:,3,happy
02:50:,1,hate
04:33:,11,neutral
03:41:,-3,sad
05:14:,2,neutral
03:27:,1,anger
04:18:,2,sad
06:41:,46,happy
04:16:,1,neutral
06:57:,55,sad
02:41:,1,happy
02:55:,1,happy
05:14:,3,neutral
05:16:,8,neutral
03:08:,9,sad
05:26:,2,sad
02:26:,11,neutral
04:36:,2,neutral
03:16:,0,happy
05:46:,3,neutral
05:29:,0,neutral
04:37:,1,neutral
04:09:,2,sad
03:56:,0,neutral
04:44:,1,happy
02:16:,30,neutral
02:07:,23,sad
02:19:,13,neutral
02:42:,24,sad
02:40:,1,sad
03:37:,-2,sad
03:55:,0,sad
02:20:,1,happy
05:13:,5,happy
05:47:,34,neutral
03:22:,1,neutral
03:15:,1,sad
06:46:,1,neutral
05:08:,2,sad
05:22:,7,sad
05:05:,2,neutral
06:10:,1,sad
05:45:,2,neutral
07:05:,1,happy
07:42:,0,neutral
04:17:,11,neutral
05:11:,2,neutral
04:52:,2,neutral
07:27:,-1,neutral
06:12:,1,neutral
05:09:,1,sad
05:59:,1,neutral
06:13:,0,neutral
04:15:,3,sad
04:50:,1,happy
03:52:,1,happy
05:20:,6,sad
06:34:,6,anger
06:29:,4,happy
04:49:,1,happy
06:47:,7,neutral
05:46:,5,happy
06:38:,3,neutral
05:45:,1,neutral
07:57:,1,happy
05:33:,2,sad
07:11:,1,neutral
09:02:,-2,happy
09:26:,1,anger
07:38:,6,neutral
10:14:,1,sad
11:38:,1,happy
06:31:,6,sad
04:49:,8,neutral
03:47:,1,neutral
03:05:,1,neutral
04:06:,1,neutral
04:32:,2,neutral
05:45:,3,hate
05:57:,3,neutral
06:25:,-13,sad
07:53:,1,happy
05:50:,0,sad
05:56:,0,sad
07:40:,1,happy
06:38:,1,neutral
06:46:,1,sad
05:09:,1,happy
05:21:,49,neutral
04:56:,7,neutral
03:46:,8,neutral
04:19:,4,neutral
03:10:,1,neutral
04:32:,1,neutral
23:52:,1,neutral
00:22:,1,neutral
00:09:,-1,happy
23:54:,2,neutral
23:48:,11,neutral
00:12:,-1,neutral
01:01:,576,neutral
23:24:,4,neutral
23:37:,22,sad
23:03:,7,sad
00:17:,2262,happy
23:18:,13,sad
01:41:,1,neutral
03:43:,17,sad
04:47:,1,neutral
06:39:,23,hate
04:47:,8,neutral
05:00:,0,neutral
04:05:,1,neutral
06:23:,5,happy
06:14:,4,neutral
05:07:,1,happy
04:00:,19,sad
05:26:,1,hate
04:54:,2,neutral
07:30:,1,sad
05:38:,12,neutral
06:09:,3,happy
07:35:,1,sad
06:48:,1,neutral
07:28:,438,neutral
07:57:,5,neutral
05:49:,1,neutral
05:06:,2,sad
04:50:,1,neutral
05:50:,4,sad
08:31:,6,neutral
05:33:,5,sad
05:09:,2,neutral
05:08:,2,neutral
04:57:,6,neutral
07:26:,14,happy
06:19:,5,happy
07:18:,15,sad
06:36:,1,neutral
06:44:,1,happy
06:43:,13,sad
06:17:,3,neutral
07:19:,2,neutral
07:30:,1,happy
07:56:,1,sad
07:57:,3,neutral
09:21:,1,neutral
04:11:,-4,sad
04:10:,1,neutral
04:27:,1,neutral
04:40:,4,sad
06:42:,1,sad
04:31:,12,sad
05:24:,1,neutral
05:18:,-1,neutral
04:51:,0,happy
05:00:,5,sad
06:52:,1,neutral
06:35:,1,neutral
05:40:,2,neutral
05:34:,2,anger
05:03:,22,neutral
04:47:,7,happy
07:02:,7,sad
04:14:,1,happy
05:42:,4,neutral
05:34:,0,sad
05:18:,0,neutral
05:51:,29,neutral
03:53:,134,happy
04:56:,7,neutral
04:31:,1,sad
07:07:,1,happy
05:12:,0,sad
02:47:,1,sad
02:55:,-7,neutral
03:01:,1,neutral
04:31:,1,sad
05:56:,1,neutral
03:17:,1,sad
04:31:,3,neutral
03:43:,1,neutral
06:17:,2,happy
06:42:,1,neutral
02:30:,3,neutral
05:49:,1,neutral
04:00:,1,sad
04:05:,1,sad
03:15:,-1,sad
03:25:,5,sad
04:22:,1,sad
03:28:,9,neutral
02:49:,2,hate
02:21:,0,neutral
02:34:,1,neutral
03:49:,5,happy
03:14:,1,happy
04:30:,1,neutral
04:02:,1,neutral
04:38:,7,sad
